date,continuous_portfolio_value
2023-08-07,7087737.269097813
2023-08-08,7087737.269097813
2023-08-09,7087737.269097813
2023-08-10,7087737.269097813
2023-08-11,7087737.269097813
2023-08-14,7087737.269097813
2023-08-15,7087737.269097813
2023-08-16,7087737.269097813
2023-08-17,7087737.269097813
2023-08-18,7087737.269097813
2023-08-21,7087737.269097813
2023-08-22,7087737.269097813
2023-08-23,7087737.269097813
2023-08-24,7087737.269097813
2023-08-25,7087737.269097813
2023-08-28,7087737.269097813
2023-08-29,7087737.269097813
2023-08-30,7087737.269097813
2023-08-31,7087737.269097813
2023-09-01,7087737.269097813
2023-09-05,7219326.645862916
2023-09-06,7102616.803467604
2023-09-07,7303767.761748971
2023-09-08,7220848.850541657
2023-09-11,7339733.508914809
2023-09-12,7153782.537521617
2023-09-13,7200035.387584784
2023-09-14,7198216.500391527
2023-09-15,7030707.187804446
2023-09-18,6889554.14412071
2023-09-19,6904410.589404096
2023-09-20,6898327.657219094
2023-09-21,6885938.924965315
2023-09-22,6905527.685234605
2023-09-25,6915456.593935357
2023-09-26,6903421.845601604
2023-09-27,6903795.58032081
2023-09-28,6910330.911046309
2023-09-29,6918893.7916285945
2023-10-02,6997113.099435824
2023-10-03,7017734.593763207
2023-10-04,7121853.197337613
2023-10-05,7304045.170617899
2023-10-06,7278605.509966969
2023-10-09,7333601.431120975
2023-10-10,7401790.449746186
2023-10-11,7485122.286998457
2023-10-12,7496142.735588003
2023-10-13,7495498.038878454
2023-10-16,7434116.80570766
2023-10-17,7406933.021439945
2023-10-18,7460172.357338418
2023-10-19,7617757.163009291
2023-10-20,7652236.643034882
2023-10-23,7885514.000903682
2023-10-24,7874449.655799537
2023-10-25,7867234.843426203
2023-10-26,7840042.543724909
2023-10-27,7776307.222346296
2023-10-30,7776307.222346296
2023-10-31,7776307.222346296
2023-11-01,7776307.222346296
2023-11-02,7776307.222346296
2023-11-03,7776307.222346296
2023-11-06,8240338.822697905
2023-11-07,8554272.767823623
2023-11-08,8956407.069362571
2023-11-09,9911730.001789564
2023-11-10,8198349.632730398
2023-11-13,7905028.812605399
2023-11-14,7834203.872257085
2023-11-15,7927302.143758892
2023-11-16,7871285.99705009
2023-11-17,7962585.519726508
2023-11-20,7782438.617118598
2023-11-21,7913354.063497285
2023-11-22,7882703.784886803
2023-11-24,8114409.991614556
2023-11-27,8242711.63755532
2023-11-28,8059691.916359456
2023-11-29,8011558.480429772
2023-11-30,8056235.631835437
2023-12-01,8292007.032209885
2023-12-04,8770103.836658942
2023-12-05,8794422.701864688
2023-12-06,9069264.877587091
2023-12-07,9249243.301204605
2023-12-08,9447575.5041061
2023-12-11,9444088.676029619
2023-12-12,9450087.723253326
2023-12-13,9475935.986076778
2023-12-14,9473932.206967197
2023-12-15,9474533.686715879
2023-12-18,9474912.713947032
2023-12-19,9474358.062712803
2023-12-20,9475763.28520483
2023-12-21,9475262.24111191
2023-12-22,9480927.305333316
2023-12-26,9480946.442730946
2023-12-27,9480946.442730946
2023-12-28,9480946.442730946
2023-12-29,9480946.442730946
2024-01-02,9480946.442730946
2024-01-03,9572370.504271384
2024-01-04,9812210.713606687
2024-01-05,10076441.38358948
2024-01-08,10212122.818385983
2024-01-09,10428539.684798097
2024-01-10,10194513.06939627
2024-01-11,10761474.441044714
2024-01-12,10383067.461538637
2024-01-16,10194904.498507306
2024-01-17,10244107.902118262
2024-01-18,11961553.629961465
2024-01-19,12061241.985021485
2024-01-22,12552673.368431244
2024-01-23,12531585.618413862
2024-01-24,12651037.15385601
2024-01-25,12705936.631586583
2024-01-26,12601638.84702847
2024-01-29,9794630.720093036
2024-01-30,9794630.720093036
2024-01-31,9794630.720093036
2024-02-01,9794630.720093036
2024-02-02,9794630.720093036
2024-02-05,9794630.720093036
2024-02-06,9794630.720093036
2024-02-07,9794630.720093036
2024-02-08,9794630.720093036
2024-02-09,9794630.720093036
2024-02-12,9794630.720093036
2024-02-13,9794630.720093036
2024-02-14,9794630.720093036
2024-02-15,9794630.720093036
2024-02-16,9794630.720093036
2024-02-20,9794630.720093036
2024-02-21,9794630.720093036
2024-02-22,9794630.720093036
2024-02-23,9794630.720093036
2024-02-26,9794630.720093036
2024-02-27,9794630.720093036
2024-02-28,9794630.720093036
2024-02-29,9794630.720093036
2024-03-01,9794630.720093036
2024-03-04,9794630.720093036
2024-03-05,9794630.720093036
2024-03-06,9794630.720093036
2024-03-07,9794630.720093036
2024-03-08,9921913.226400884
2024-03-11,10195655.85866268
2024-03-12,10119620.531488432
2024-03-13,10459842.526461184
2024-03-14,10472984.602400316
2024-03-15,10457548.286182696
2024-03-18,10457548.286182696
2024-03-19,10457548.286182696
2024-03-20,10457548.286182696
2024-03-21,10457548.286182696
2024-03-22,10457548.286182696
2024-03-25,10457548.286182696
2024-03-26,10457548.286182696
2024-03-27,10457548.286182696
2024-03-28,10457548.286182696
2024-04-01,10457548.286182696
2024-04-02,10457548.286182696
2024-04-03,10457548.286182696
2024-04-04,10457548.286182696
2024-04-05,10457548.286182696
2024-04-08,10457548.286182696
2024-04-09,10457548.286182696
2024-04-10,10457548.286182696
2024-04-11,10457548.286182696
2024-04-12,10457548.286182696
2024-04-15,10457548.286182696
2024-04-16,10457548.286182696
2024-04-17,10457548.286182696
2024-04-18,10457548.286182696
2024-04-19,10457548.286182696
2024-04-22,10618323.670207452
2024-04-23,10624830.28961142
2024-04-24,10619531.744018396
2024-04-25,10623751.364253875
2024-04-26,10570239.594427316
2024-04-29,10939988.512451386
2024-04-30,10939988.512451386
2024-05-01,10939988.512451386
2024-05-02,10939988.512451386
2024-05-03,10939988.512451386
2024-05-06,10939988.512451386
2024-05-07,10939988.512451386
2024-05-08,10939988.512451386
2024-05-09,10939988.512451386
2024-05-10,10939988.512451386
2024-05-13,11151732.684056772
2024-05-14,11256600.565967057
2024-05-15,11160643.137378525
2024-05-16,11171568.172536556
2024-05-17,11184403.591770299
2024-05-20,11183493.932746338
2024-05-21,11205071.694533305
2024-05-22,11186938.553011037
2024-05-23,11125658.617359672
2024-05-24,11151207.395414954
2024-05-28,11132990.656426698
2024-05-29,11084411.74432712
2024-05-30,11052997.788354654
2024-05-31,10812671.85792715
2024-06-03,10813695.082676006
2024-06-04,10810343.875208862
2024-06-05,10792279.385521106
2024-06-06,10806364.094809303
2024-06-07,10812479.918575542
2024-06-10,10944463.726690976
2024-06-11,10944584.9302093
2024-06-12,10944584.9302093
2024-06-13,10944584.9302093
2024-06-14,10944584.9302093
2024-06-17,10944584.9302093
2024-06-18,11091585.725466637
2024-06-20,11371703.334912984
2024-06-21,11393069.927451411
2024-06-24,11478141.971408444
2024-06-25,12158131.955482988
2024-06-26,12261696.551250067
2024-06-27,12686846.510426698
2024-06-28,12976670.165379431
2024-07-01,13494667.640146382
2024-07-02,13391380.467694946
2024-07-03,13752125.543952573
2024-07-05,13668479.472660664
2024-07-08,13629238.38299636
2024-07-09,13258600.1531038
2024-07-10,13339074.396489568
2024-07-11,13955582.213898532
2024-07-12,12858104.262851715
2024-07-15,12825440.646676805
2024-07-16,11930681.495646304
2024-07-17,14623847.617592692
2024-07-18,15350189.327221544
2024-07-19,17888015.524071157
2024-07-22,17251364.856910285
2024-07-23,16763248.929248087
2024-07-24,17404415.600990392
2024-07-25,12159477.916110145
2024-07-26,12159477.916110145
2024-07-29,12159477.916110145
2024-07-30,12159477.916110145
2024-07-31,12159477.916110145
2024-08-01,12159477.916110145
2024-08-02,12159477.916110145
2024-08-05,12159477.916110145
2024-08-06,12159477.916110145
2024-08-07,12159477.916110145
2024-08-08,12159477.916110145
2024-08-09,12159477.916110145
2024-08-12,12159477.916110145
2024-08-13,12159477.916110145
2024-08-14,12159477.916110145
2024-08-15,12159477.916110145
2024-08-16,12386863.651950894
2024-08-19,12491721.007302996
2024-08-20,12306344.583466388
2024-08-21,12355247.545952346
2024-08-22,12339716.215454677
2024-08-23,12424131.152117359
2024-08-26,12406990.693754276
2024-08-27,12416197.080573104
2024-08-28,12389063.657803696
2024-08-29,12443069.415683629
2024-08-30,12727040.732404493
2024-09-03,12634920.440578282
2024-09-04,12435327.473483622
2024-09-05,12781409.287507864
2024-09-06,12728899.699487325
2024-09-09,12669129.169796549
2024-09-10,12708520.568959828
2024-09-11,12719094.633309117
2024-09-12,12211382.849800287
2024-09-13,12233605.884639192
2024-09-16,11951079.431910586
2024-09-17,11974604.58585473
2024-09-18,12007672.409025334
2024-09-19,12066230.153270379
2024-09-20,12144104.099083943
2024-09-23,12140548.10060461
2024-09-24,12153488.84382132
2024-09-25,12156418.703263007
2024-09-26,12164955.926587334
2024-09-27,12172042.661820013
2024-09-30,12217891.712350521
2024-10-01,12213476.89375257
2024-10-02,12214220.39600648
2024-10-03,12229887.887836996
2024-10-04,12252824.25776302
2024-10-07,12252875.290823366
2024-10-08,12252875.290823366
2024-10-09,12252875.290823366
2024-10-10,12252875.290823366
2024-10-11,12252875.290823366
2024-10-14,12252875.290823366
2024-10-15,12252875.290823366
2024-10-16,12252875.290823366
2024-10-17,12252875.290823366
2024-10-18,12252875.290823366
2024-10-21,12252875.290823366
2024-10-22,12252875.290823366
2024-10-23,12252875.290823366
2024-10-24,12252875.290823366
2024-10-25,12252875.290823366
2024-10-28,12252875.290823366
2024-10-29,12252875.290823366
2024-10-30,12252875.290823366
2024-10-31,12252875.290823366
2024-11-01,12252875.290823366
2024-11-04,12252875.290823366
2024-11-05,12252875.290823366
2024-11-06,12252875.290823366
2024-11-07,12478700.998080961
2024-11-08,12664296.204597078
2024-11-11,12739184.304351166
2024-11-12,13047225.534874791
2024-11-13,12864762.67753221
2024-11-14,12929921.620424926
2024-11-15,12521555.984085307
2024-11-18,12503405.49449832
2024-11-19,12492746.47510359
2024-11-20,12496306.528035922
2024-11-21,12458200.04380791
2024-11-22,12418527.964123711
2024-11-25,12387945.999369498
2024-11-26,12138926.421293752
2024-11-27,12369745.876527611
2024-11-29,12391765.687515667
2024-12-02,12342531.948718512
2024-12-03,12288127.290524561
2024-12-04,12383656.910915496
2024-12-05,12354479.46515939
2024-12-06,12376186.686270928
2024-12-09,12352175.683225011
2024-12-10,12308593.132118508
2024-12-11,12047932.090015244
2024-12-12,12007492.966693504
2024-12-13,11960286.177366622
2024-12-16,11877691.244167829
2024-12-17,11836222.795964697
2024-12-18,11874050.795556689
2024-12-19,11673599.981341232
2024-12-20,11657250.340215787
2024-12-23,11644103.547012819
2024-12-24,11585034.061002338
2024-12-26,11684643.466565708
2024-12-27,11945607.464832656
2024-12-30,12194210.017927485
